Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Vote
0.010285714285714453,0.003983051484488037,-0.1955586785336797,0.7738712260716877,-0.8297707520744462,2.0,-0.051473553828592755,0.2892912146805588,-0.540801212070479,1.0
0.08485714285714296,0.003983051484488037,0.24171420050076972,1.0549535984039355,-0.7892170442848229,1.0,-0.6703293476370138,-0.29577607110153403,-0.5459034715493978,1.0
0.010285714285714453,-0.39085857393430096,-0.1740049718394751,1.2104920288584138,0.37996103586864355,2.0,-0.0813752280250184,0.14603168876661338,-0.5203264936958543,1.0
0.20400000000000018,0.003983051484488037,-0.5508172107650122,0.9260082196772607,0.0968674942305677,2.0,-0.0003154213104197239,0.5537246813413014,-0.14113090918877796,1.0
0.781714285714286,-0.39085857393430096,-0.0062844687990829835,0.3007622825421608,-0.25799951545297306,2.0,0.8353125059826723,0.9811018358192796,2.3548426271402367,1.0
-0.9582857142857143,0.793666302322066,0.13542470394997969,0.03190431724030478,-0.8748740254560172,2.0,-0.9903561923905926,0.017157107021117935,-0.008252577033086125,1.0
0.2828571428571429,-0.7857001993530899,-0.3199062218642338,0.8406630769229148,-0.7874204095241244,7.0,0.8876410396208311,0.8186404270902821,1.9318099541173992,1.0
0.08371428571428585,0.398824676903277,-0.05366126745893466,1.0561904845308105,-0.6836187162664499,2.0,-0.32241278087102077,0.47471937070434994,-0.6149933529096676,1.0
0.7105714285714289,0.398824676903277,-0.37472387074947333,0.37775844394010355,-1.1731813074697524,2.0,-0.5243605237650547,0.12034981756134151,0.2873993890865338,1.0
0.2902857142857145,-0.39085857393430096,-0.24979041669386434,0.83262331709823,-1.3271782654105861,7.0,-0.4190009723225656,0.16805354658590735,-0.16820775572948546,1.0
0.709714285714286,-0.7857001993530899,-0.3674928047101929,0.3786861085352595,0.6999891877929826,7.0,-0.32591486555183874,0.5584737051363168,-0.16312916545637918,1.0
0.2805714285714287,-0.7857001993530899,0.5412536444054779,0.8431368491766636,-0.5311717929709697,2.0,-0.5426195583627373,-0.4510512099541569,-1.062033280641,1.0
0.38314285714285745,0.003983051484488037,-0.09158522611763144,0.7321263192896702,-0.11304716761495152,4.0,-0.1862486661659997,0.5117139811983534,-0.6466677923301255,1.0
0.09257142857142875,0.398824676903277,0.5794315663395033,1.0466046170475323,-0.2508541108807222,2.0,-0.5097914156738469,-0.3212541747809068,-1.1913026666564936,1.0
0.7720000000000002,0.003983051484488037,0.23642959887092452,0.31127581462059467,-0.8772723299700547,4.0,-0.9018484249496164,-0.3949327678501058,-0.15539920049905356,1.0
0.9248571428571428,0.398824676903277,0.2276469168379109,0.14584229515111996,-0.7478925476425285,2.0,-0.824099981455281,0.4973116938190618,-0.5960141433787358,1.0
0.1297142857142859,0.003983051484488037,0.29799627488392083,1.0064058179241082,0.7381473523266171,1.0,-0.6104827538280505,-0.6127798710653941,-0.5124136669532058,1.0
-0.123142857142857,0.398824676903277,0.1480502290083791,1.2800668734951093,-0.3923900487300834,1.0,-0.2526133130704699,0.38244408910137107,-0.9146584660613676,1.0
0.29228571428571426,0.398824676903277,0.4891146147273299,0.8304587663761996,-0.40308948064996636,2.0,-0.18146574676217467,0.4526083666193406,0.09061303297521482,1.0
0.9725714285714289,-0.39085857393430096,0.18289304209821647,0.09420229935410633,0.16607280336442753,4.0,-1.1236590508703683,0.38364252118544817,0.020390604164318808,1.0
-0.29400000000000004,0.003983051484488037,0.01740086223795876,1.4649813494628592,0.7495594496831215,1.0,-0.3633428208122429,-0.28107672161295816,-0.4521455508169369,1.0
0.16999999999999993,-0.39085857393430096,0.48949192337660846,0.9628055819517792,-0.6198714102555613,4.0,-0.3921167696035187,-0.34254562330938804,-1.120580722276552,1.0
-0.23371428571428576,-0.39085857393430096,-0.2982988416861178,1.3997356062702244,-1.2790398780226298,2.0,-0.7502050225909,0.45280780746342275,0.5305061638669452,1.0
-0.17628571428571416,-0.39085857393430096,0.3109509099425141,1.3375820783947772,-1.062658864374859,4.0,1.2464286901101418,1.8167266913164377,2.279965790602784,1.0
0.02742857142857158,0.003983051484488037,0.2996432705413809,1.1171071262793832,-1.13270219011936,2.0,-1.0430149566097469,-0.31641424877919566,-0.10785702304123268,1.0
0.5545714285714287,-0.39085857393430096,0.4711115226120795,0.5465934002584837,-0.08436655078403464,2.0,1.5019842973144453,1.5499846230399814,2.4426214733129905,1.0
0.3474285714285714,0.003983051484488037,0.029334666154540456,0.7707790107545007,1.0168091086421378,2.0,-0.6861651867623987,-0.28359989732478513,-0.11351112996710312,1.0
-0.25942857142857134,-1.1805418247718789,0.3111048564882867,1.4275655441249024,-0.5146145867441725,2.0,1.2796855935368738,1.7978797761257304,2.2628536520057216,1.0
0.5348571428571431,-1.1805418247718789,0.33700403057529765,0.5679296859470698,-0.04972861392439824,2.0,-1.1922397097419932,0.03293328680945726,-0.10954396329638605,1.0
0.7600000000000002,0.003983051484488037,0.8240541280540409,0.324263118952778,-1.2120075666272163,4.0,-0.42521108532594387,0.39264532788357914,0.09061303297521482,1.0
0.40514285714285725,0.398824676903277,-0.34238717869117263,0.708316261347335,0.632857741969955,1.0,1.0815623141067552,0.8030886733147099,1.739936548375082,1.0
-0.1745714285714286,0.003983051484488037,0.1483077213014483,1.3357267492044653,-0.15203559680837292,7.0,-0.4403763959315776,-0.21533126518164716,-0.635903435764759,1.0
0.7011428571428571,0.398824676903277,-0.26336717747109684,0.38796275448681894,-0.7878229392382989,1.0,-0.7680186046480482,0.3832072194301375,0.4737681692399392,1.0
0.5642857142857145,-1.1805418247718789,0.5742679915506936,0.5360798681800498,0.364465127674448,2.0,-1.066760308868805,0.27813688099645173,-0.8747819675130732,1.0
-0.2391428571428571,-0.39085857393430096,0.3015056925812047,1.4056108153728788,-0.9372108566893415,4.0,-0.7786924412865689,-0.3572321393624383,-0.5003884475809469,1.0
-0.18971428571428572,0.398824676903277,0.2534394273496046,1.3521154903855532,0.29134037282332276,2.0,-0.9225590229808786,-0.12861333612325593,-0.3353520236895511,1.0
0.3342857142857145,0.003983051484488037,0.7750086681263161,0.7850032012135587,-0.3114019409977672,2.0,-1.1653270071360442,-0.5510766549559687,-0.8215353123352317,1.0
0.6745714285714288,0.003983051484488037,0.6692967868485491,0.4167203569366526,0.2957279058814974,1.0,-0.46698172419384587,-0.2039322773689725,-1.380075205009567,1.0
0.9485714285714288,0.003983051484488037,0.31590470343075855,0.12017690801847238,1.820091671326807,2.0,1.6629770964652517,1.1099673980141416,2.1335927646260626,1.0
0.9248571428571428,0.398824676903277,0.7202584418512055,0.14584229515111996,-0.49562876662211125,2.0,-0.6991885915301684,-0.1783628525974055,-1.3210515079020189,1.0
-0.488,-0.7857001993530899,0.3633239176328086,1.6749427694998185,0.12245468067125227,7.0,-0.036688407898446546,0.2260116425862033,-1.245618995058522,1.0
0.8677142857142859,0.793666302322066,0.275856126524952,0.2076866014948487,-0.06520140538470025,2.0,-0.808588789047821,0.27353628184564927,-0.6611117909883848,1.0
0.8585714285714285,0.398824676903277,0.1657848695424334,0.2175816905098456,-0.8517419455706438,4.0,-0.8525479706957694,0.32240860884816264,-0.4248897838956014,1.0
-0.13171428571428567,0.003983051484488037,0.11290490906298847,1.2893435194466685,-1.347025960641355,1.0,-0.9493589489452539,-0.2738115208720334,-0.9962089428175012,1.0
0.34971428571428564,0.398824676903277,0.8023820775918425,0.03190431724030478,0.27299999300669947,2.0,-0.3850582246514933,0.41062103690904667,-1.703240062560669,1.0
0.32200000000000006,0.793666302322066,0.11290490906298847,0.7982997270774602,-0.9958210117814922,1.0,-0.8651247563447626,0.011639033099386287,-0.524340702119533,1.0
-0.21571428571428575,0.003983051484488037,0.4332157201093712,1.3802546497719501,-1.1690836040619763,2.0,-0.9960621825158725,-0.0736112090064637,-0.6135175857188597,1.0
-0.4205714285714286,-0.7857001993530899,-0.09507863482846823,1.6019664880142186,0.43213703588606495,2.0,-0.8304605632876881,0.3401176682027117,0.09970023161378393,1.0
0.7157142857142857,-0.7857001993530899,0.4904616813888815,0.372192456369168,0.45400401131400264,7.0,-0.6900267830886654,-0.5222193310276746,-0.8345106514903099,1.0
0.48657142857142865,0.003983051484488037,0.14691788177142648,0.6201881248075213,-1.0387981018164025,7.0,-0.542417815924767,-0.055403784009328286,-0.61745883342604,1.0
-0.978,0.398824676903277,1.0054616099536768,0.03190431724030478,-0.828037180907473,2.0,-0.7003006064220738,0.16332762162359443,-1.7898473303148426,1.0
0.491714285714286,-0.39085857393430096,0.4241831342775547,0.6146221372365854,0.5024803609869817,4.0,-1.216542243189746,0.44512599942157066,-0.3997569802459457,1.0
-0.36857142857142855,-0.39085857393430096,0.19235334314887087,1.5456881692414246,0.07939985724673845,7.0,-0.9312027264049014,0.44717975110058245,-0.3860303980439404,1.0
0.036285714285714255,-0.7857001993530899,0.29959639395140875,1.107521258796105,1.2027611637689704,2.0,-0.9088284385818681,-0.22668615245889212,-0.39964880314487994,1.0
0.11057142857142876,0.793666302322066,0.3695332137671142,1.0271236605492575,-0.657903032973556,1.0,-0.5883813944208977,0.3825353385776577,-1.015007155934317,1.0
-0.6297142857142857,0.793666302322066,-0.284940631371277,1.8283166492322664,0.12295997260394913,2.0,0.7767094959436398,1.2167118758471833,1.9566302047788402,1.0
0.6394285714285717,0.398824676903277,-0.8330736399165145,0.45475460533804624,0.7706624413536408,7.0,0.6573160443241847,0.9741411621325777,1.3249298092704769,1.0
-0.02314285714285713,-1.1805418247718789,0.7311238988882734,1.1718393373935831,-0.3572603167686202,2.0,-0.7026170666556618,-0.6751315050344643,-1.1375020435571301,1.0
-0.011428571428571344,1.188507927740855,0.4949761491995397,1.1591612545931187,-0.41258492586332257,2.0,-0.7271844548689486,-0.7682896263339445,-0.6531483533543023,1.0
0.012571428571428678,0.793666302322066,0.5031153765500551,1.1331866459287525,-0.5141984190561698,1.0,-1.1151985338293122,-0.3396089643716981,-0.45397384373080846,1.0
0.2234285714285713,0.398824676903277,0.9723858570341121,0.9049811555203929,-0.37704715490655205,2.0,-0.7813538964062924,-0.8453681352981305,-1.375879735833897,1.0
-0.3848571428571428,-0.39085857393430096,0.5396903280202738,1.563313796549388,-0.4478389755602714,2.0,-1.2270389546123008,-0.23330917065349005,-0.4077569542224998,1.0
0.2328571428571431,-0.7857001993530899,0.6571153918949958,0.8947768449736778,-0.4952983408914277,7.0,-1.1569160042015492,-0.15467145703863378,-0.793091132539617,1.0
0.4891428571428573,0.003983051484488037,0.02131184637340604,0.6174051310220531,-1.1376464033476525,7.0,-0.7064110380075704,-0.22450536902339976,-0.10745459228966395,1.0
0.7705714285714289,0.398824676903277,0.4656179014647299,0.31282192227918815,0.4464697897637981,1.0,-0.5819430229179926,0.25404280472830015,-1.1365791396094749,1.0
0.35428571428571454,0.003983051484488037,0.6457510804509958,0.7633576939932535,-0.9168315173952367,1.0,-0.8442071813435984,0.5165942269560679,-1.2291039079936998,1.0
0.45085714285714307,0.793666302322066,0.5059504772514763,0.6588408162723518,-0.6003284811909568,2.0,1.7129250881112938,1.83233409875971,2.123963772709814,1.0
